term-or-expression,explicit-or-implicit,pt-brazilian-portuguese,pt-contextual-label,pt-hate-label,pt-deeply-culture-rooted,en-american-english,en-contextual-label,en-hate-label,es-latin-spanish,es-contextual-label,es-hate-label,fr-african-french,fr-contextual-label,fr-hate-Label,ge-german,ge-contextual-label,ge-hate-Label,tu-turkish,tu-contextual-label,tu-hate-Label,Meaning Sources
term,explicit,falido,0,0,0,bankrupt,0,0,quebrado,,0,banqueroute,0,0,Pleite,0,0,iflas etmiş,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/falido/
term,explicit,repudiante,1,0,0,repulsive,1,0,repugnante,,0,répugnant,1,0,Ekelhaft,1,0,tiksindirici,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/repudiante/
term,explicit,petralha,1,partyism,1,libtard,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,https://pt.wiktionary.org/wiki/petralha
expression,explicit,fogo no racista,1,0,0,burn the racist,1,0,quemen al racista,,0,a bas le racisme,1,0,verbrennt den Rassisten,1,0,ırkçıyı yakmak,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/racist
term,explicit,parasita,0,0,0,parasite,0,0,parasito,,0,parasite,0,0,Parasit /Schmarotzer ,0,0,parazit,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/parasita/
expression,explicit,boca podre,1,0,0,foul-mouthed,1,0,boca de vómito,,0,bouche à oreille,1,0,Großmaul /Hackfresse ,1,0,çürük ağız,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/foul-mouthed
term,explicit,chata,0,0,0,annoying,0,0,molestosa,,0,ennuyeux,0,0,nervig,0,0,sinir tip,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/annoying
term,explicit,insuportável,1,0,0,unbearable,1,0,insoportable,,0,insoutenable,1,0,unerträglich,1,0,çekilmez,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/insuport%C3%A1vel/
expression,explicit,traidor da pátria,1,0,0,traitor ,1,0,traidor de la patria,,0,traître à la patrie,1,0,Verräter am Vaterland,1,0,vatan haini,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/traitor?q=traitor+
expression,explicit,bandido bom é bandido morto,1,0,1,bandit,1,0,bandido bueno es bandido muerto,,0,un bon criminel est un criminel mort,1,0,0,0,0,güzel haydut ölü hayduttur,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bandit
term,explicit,comunista,0,partyism,0,communist,0,partyism,comunista,,partyism,communiste,0,partyism,"Kommunist, Kommunistin ",0,partyism,komünist,0,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/communist
term,explicit,bosta,0,0,0,shit,0,0,mierda,,0,caca,0,0,Scheiße,0,0,bok,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/bosta/
term,explicit,corrupto,1,0,0,corrupt,1,0,corrupto,,0,corrompu,1,0,korrupt/ verdorben ,1,0,yozlaşmış,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/corrupto/
term,explicit,analfabeta,0,0,0,iliterate,0,0,analfabeta,,0,analphabète,0,0,Analphabet,0,0,cahil,0,0,https://michaelis.uol.com.br/palavra/k4Ey/analfabeto/
term,explicit,analfabeto,0,0,0,iliterate,0,0,analfabeto,,0,analphabète,0,0,Analphabet ,0,0,cahil,0,0,https://michaelis.uol.com.br/palavra/k4Ey/analfabeto/
expression,explicit,PT quadrilha,1,partyism,1,PT Gang,1,partyism,0,,0,0,0,0,0,0,0,0,0,0,"""term used in a pejorative way to refer to people from the left (also known as democrats) party in Brazil"""
term,explicit,ridícula,1,0,0,ridiculous,1,0,ridícula,,0,ridicule,1,0,lächerlich,1,0,saçma,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/rid%C3%ADculo/
term,explicit,rídiculo,1,0,0,ridiculous,1,0,ridículo,,0,ridicule,1,0,lächerlich,1,0,saçma,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/rid%C3%ADculo/
term,explicit,nojenta,1,0,0,nasty,1,0,asquerosa,,0,dégoûtant,1,0,ekelhaft,1,0,iğrenç bir şekilde,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/nojento/
term,explicit,nojento,1,0,0,nastu,1,0,asqueroso,,0,répugnant,1,0,ekelhaft,1,0,tiksindirici,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/nojento/
term,explicit,desprezível,0,0,0,miserable,0,0,despreciable,,0,méprisable,0,0,verachtenswert,0,0,rezil,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/desprez%C3%ADvel/
term,explicit,ordinário,0,0,0,scumbag,0,0,ordinario,,0,ordinaire,0,0,vulgär,0,0,beş para etmez,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ordin%C3%A1rio/
term,explicit,ordinária,0,0,0,scumbag,0,0,ordinaria,,0,ordinaire,0,0,vulgär,0,0,adi,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/ordin%C3%A1rio/
term,explicit,safadona,1,sexism,0,sleazy,1,sexism,chica sucia,,sexism,0,0,0,schmierig,1,sexism,bayağı,1,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/sleazy
term,explicit,safadada,1,0,0,sleazy,1,0,0,,0,0,0,0,schmierig,1,0,bayağı,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sleazy
term,explicit,safada,1,sexism,0,shameless,1,sexism,zorra,,sexism,0,0,0,schamlos ,1,sexism,müstehçen,1,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/safada/
expression,explicit,bando de hipócrita,1,0,0,hypocrite,1,0,montón de hipócritas,,0,bande d'hypocrites,1,0,Heuchlerbande,1,0,lanet olası iki yüzlü,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/hypocrite?q=hypocrites
term,explicit,hipócrita,1,0,0,hypocrite,1,0,hipócrita,,0,hypocrite,1,0,Heuchler ,1,0,iki yüzlü,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/hypocrite?q=hypocrites
expression,explicit,bando de vagabundo,1,0,0,fucking scums,1,0,pandilla de rufianes,,0,bande de vagabonds,1,0,Lumpenbande/ Gruppe von Pennern,1,0,lanet pislikler,1,0,https://dictionary.reverso.net/english-cobuild/fucking+scum
expression,explicit,que horror,0,0,0,yikes,0,0,que terrible,,0,c'est affreux,0,0,wie schrecklich,0,0,ıyy!,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/yikes
term,explicit,vergonhoso,0,0,0,shameful,0,0,vergonzoso,,0,honteux,0,0,beschämend / schändlich,0,0,utanç verici,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/vergonhoso/
term,explicit,vergonhosa,0,0,0,shameful,0,0,vergonzosa,,0,honteux,0,0,beschämend / schändlich,0,0,utanç verici,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/vergonhoso/
term,explicit,vândalo,1,0,0,brawler,1,0,vándalo,,0,vandalisme,1,0,Vandalismus,1,0,zorba,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/v%C3%A2ndalo/
term,explicit,deplorável,0,0,0,dismal,0,0,deplorable,,0,déplorable,0,0,bedauernswert,0,0,içler acısı,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dismal
term,explicit,babacada,1,0,1,non-sense,1,0,0,,0,0,0,0,Blödsinn,1,0,saçmalık,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/absurdo/
term,explicit,jagunço,0,0,0,thug,0,0,bandido,,0,homme armé,0,0,Schläger / Dieb,0,0,gangster,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/jagun%C3%A7o/
term,explicit,descompassado,0,0,0,misfit,0,0,desajustado,,0,0,0,0,Außenseiter,0,0,dışlanmış,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/descompassado/
expression,explicit,não tem moral,1,0,0,immoral,1,0,no tiene moral,,0,sans morale,1,0,Sittenloser/ Sittenstrolch,1,0,ahlaksız,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/immoral
term,explicit,infeliz,0,0,0,miserable,0,0,infeliz,,0,malheureux,0,0,miserabel,0,0,bahtsız,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/infeliz/
term,explicit,lalau,1,0,1,sneaky,1,0,0,,0,0,0,0,0,0,0,sinsi,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/lalau/
term,explicit,pinico,0,0,0,potty,0,0,orinal,,0,pincée,0,0,Schwanz einziehen / Kneifen,0,0,lazımlık,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/potty
term,explicit,maluco,1,0,0,madman,1,0,loco,,0,folie,1,0,Verrückter,1,0,deli,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/madman
term,explicit,maluca,1,0,0,madwoman,1,0,loca,,0,folie,1,0,Verrückter,1,0,deli,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/madwoman
term,explicit,diabo,1,0,0,devil,1,0,diablo,,0,diable,1,0,Teufel (?),1,0,şeytan,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/devil
expression,explicit,toma seu verme,1,0,0,worm,1,0,0,,0,"prends ça, vermisseau",1,0,"Nimm das, du Wurm",1,0,al bunu seni solucan,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/worm
expression,explicit,engulam esquerda,1,partyism,0,liberals,1,partyism,0,,partyism,avaler à gauche,1,partyism,0,0,0,ağzına al,1,partyism,liberals
term,explicit,psicopata,0,0,0,psycho / psychopath,0,0,psicopata,,0,psychopathe,0,0,Psycho(path),0,0,psikopat,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/psicopata/
term,explicit,bêbado,0,0,0,drunk,0,0,borracho,,0,ivre,0,0,Besoffener/ Trunkenbold,0,0,sarhoş,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/drunk
term,explicit,tonta,0,0,0,dumbass,0,0,tonta,,0,étourdie,0,0,Volltrottel,0,0,ahmak,0,0,https://dicionario.priberam.org/tonta
term,explicit,tonto,0,0,0,dumbass,0,0,tonto,,0,imbécile,0,0,Schwachkopf,0,0,ahmak,0,0,https://dicionario.priberam.org/tonto
term,explicit,imbecil,1,0,0,moron,1,0,imbecil,,0,imbécile,1,0,Schwachkopf,1,0,embesil,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/moron
term,explicit,luladrão,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,dolandırıcı,1,partyism,"""a term used in Brazil and derived from agglutination process between -lula- and -ladrão- (thief)"""
term,explicit,papuda,1,0,0,fibber,1,0,mentirosa,,0,prisons,1,0,Knasti ,1,0,hapishane,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/papuda/
term,explicit,gangue,0,0,0,gang,0,0,pandilla,,0,gang,0,0,Bande / Gang,0,0,çete,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/gangue/
term,explicit,imundo,0,0,0,raggedy,0,0,inmundo,,0,immonde,0,0,Dreckiger ...,0,0,çok kirli,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/imundo/
term,explicit,imunda,0,0,0,raggedy,0,0,inmunda,,0,dégoûtant,0,0,Dreckige...,0,0,çok kirli,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/imundo/
term,explicit,lularapio,1,partyism,1,scammer,1,partyism,0,,partyism,0,0,0,0,0,0,sahtekar,1,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/scammer
term,explicit,criminoso,0,0,0,criminal,0,0,criminal,,0,criminalité,0,0,Verbrecher,0,0,suçlu,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/criminal
term,explicit,lascar,1,0,0,get fucked,1,0,astillar,,0,puce,1,0,0,0,0,siktir git,1,0,"https://en.wiktionary.org/wiki/get_fucked#:~:text=(vulgar%2C%20offensive)%20A%20term,the%20way%20you%20acted%20today."
term,explicit,pinguço,1,0,1,drunktard,1,0,borracho,,0,0,0,0,Trunkenbold,1,0,sarhoş kimse,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/Pingu%C3%A7o/
term,explicit,egoísta,1,0,0,selfish,1,0,egoísta,,0,égoïste,1,0,Egoist,1,0,bencil,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/selfish
term,explicit,vergonha,1,0,0,shame,1,0,verguenza,,0,honte à vous,1,0,Schande über dich,1,0,utanç,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/shame
term,explicit,urubú,0,0,0,vulture,0,0,buitre,,0,vautour,0,0,(Ihr) Geier,0,0,akbaba,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/vulture
term,explicit,xilindró,1,0,1,jail,1,0,cárcel,,0,géolier,1,0,(Du) Flasche,1,0,kodes,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jail
term,explicit,belzebu,0,0,0,Beelzebub,0,0,Belcebú,,0,0,0,0,Beelzebub,0,0,iblis,0,0,"https://www.merriam-webster.com/dictionary/Beelzebub#:~:text=Definition%20of%20Beelzebub,Sentences%20Learn%20More%20About%20Beelzebub"
term,explicit,velhaco,1,0,0,oldie,1,0,bellaco,,0,voyou,1,0,Abtrünniger / Schurke,1,0,hergele,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/oldie
term,explicit,lulaladrao,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -lula- and -ladrão- (thief)"""
term,explicit,satanás,0,0,0,satan,0,0,satanás,,0,satan,0,0,Satan / Teufel ,0,0,şeytan,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/satan
term,explicit,marginal,0,0,0,thug,0,0,0,,0,marginal,0,0,0,0,0,haydut,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/thug
expression,explicit,bem feito,0,0,0,got what one deserved,0,0,bien hecho,,0,bien fait,0,0,Du bekommst was du verdienst,0,0,hak ettiğini alırsın,0,0,"https://www.collinsdictionary.com/dictionary/english/got-what-one-deserved#:~:text=If%20you%20say%20that%20someone,have%20no%20sympathy%20for%20them."
expression,explicit,seu rato,1,0,0,you rat,1,0,tu rata,,0,votre souris,1,0,Du Ratte,1,0,seni sıçan,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/rat
term,explicit,praga,0,0,0,plague,0,0,plaga,,0,fléau,0,0,Plage/ Plagegeist,0,0,veba,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/plague
term,explicit,frouxo,0,0,0,wimp,0,0,flojo,,0,détendu,0,0,Schlappschwanz ,0,0,gevşek,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/wimp
term,explicit,tapado,1,0,0,blind fool,1,0,tapado,,0,couvert,1,0,Blindfisch,1,0,kör aptal,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/tapado/
term,explicit,tapada,1,0,0,blind fool,1,0,tapada,,0,0,0,0,Blindfisch,1,0,kör aptal,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/tapado/
term,explicit,inferno,0,0,0,hell,0,0,infierno,,0,enfer,0,0,zur Hölle,0,0,cehennem,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/hell
term,explicit,alienado,0,0,0,alienated,0,0,alienado,,0,aliéné,0,0,Alien / Ausserirdischer ,0,0,yabancılaşmış,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/alienated
term,explicit,mula,0,0,0,donkey,0,0,mula,,0,mule,0,0,Maultier,0,0,katır,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/mula/
term,explicit,biscate,1,sexism,0,slut,1,sexism,trabajito,,sexism,petits travaux,1,sexism,Schlampe,1,sexism,fahişe,1,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/biscate/
term,explicit,carniça,0,0,0,garbage,0,0,carroña,,0,charogne,0,0,Aas,0,0,leş,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/carni%C3%A7a/
term,explicit,demente,0,0,0,retard,0,0,demente,,0,démente,0,0,wahnsinnig (?),0,0,kaçık,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/demente/
term,explicit,nazifascita,1,partyism,0,nazifascit,1,partyism,nazifacismo,,partyism,Nazi-fasciste,1,partyism,Nazi-Faschist (?),1,partyism,nazi faşist,1,partyism,https://context.reverso.net/translation/italian-english/nazifascisti
term,explicit,acéfalo,0,0,0,brainlesss,0,0,obviedad,,0,acéphale,0,0,hirnlos,0,0,beyinsiz,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/Ac%C3%A9falo/
term,explicit,larápio,1,0,0,liar,1,0,ladrón,,0,cambrioleur,1,0,Einbrecher,1,0,yalancı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/lar%C3%A1pio/
term,explicit,molusco,0,partyism,1,mollusk,0,0,molusco,,0,mollusque,0,0,0,0,0,yumuşakça,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/mollusk
term,explicit,doente mental,0,0,0,retard,0,0,retrasado mental,,0,malades mentaux,0,0,Geisteskrank,0,0,psikolojik rahatsızlığı olan,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/retard
term,explicit,retardado,0,0,0,retard,0,0,retardado,,0,attardé,0,0,Behindert,0,0,geri zekalı,0,0,https://michaelis.uol.com.br/palavra/ZNPn8/retardado/
expression,explicit,povo besta,1,0,0,stupid person,1,0,gente bestia,,0,les gens affreux,1,0,Untermensch,1,0,aptal insan,1,0,https://www.vocabulary.com/dictionary/stupid%20person
expression,explicit,pau no cú,1,0,0,fucker,1,0,palo en el culo,,0,bite dans le cul,1,0,fucker,1,0,aşağılık herif,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fucker
term,explicit,otário,1,0,0,jerk,1,0,idiota,,0,suceur,1,0,Lutscher,1,0,budala,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jerk
term,explicit,otária,1,0,0,jerk,1,0,idiota,,0,suceur,1,0,Lutscher,1,0,budala,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jerk
term,explicit,bandidão,1,0,0,thug,1,0,majadero,,0,bandit,1,0,Bandit,1,0,haydut,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/thug
term,explicit,bandidona,1,0,0,thug,1,0,majadera,,0,bandit,1,0,Bandit,1,0,haydut,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/thug
term,explicit,mafioso,1,0,0,mafia,1,0,mafioso,,0,mafieux,1,0,Mafiosi,1,0,mafya üyesi,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/mafia
term,explicit,pústula,0,0,0,pustule,0,0,ampolla,,0,pustule,0,0,0,0,0,küflenmek,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pustule
expression,explicit,tiro no pé,1,0,0,backfire,1,0,tiro en el pie,,0,tirer dans le pied,1,0,ins eigene Bein geschossen,1,0,kendi bacağından vurulmak,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/backfire
expression,explicit,defunto putrefato,0,0,0,corpse,0,0,difunto putrefacto,,0,cadavre en décomposition,0,0,0,0,0,çürük ceset,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/corpse
term,explicit,piralha,1,0,0,brat,1,0,nenita,,0,0,0,0,Gör,1,0,velet,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/brat
term,explicit,mimada,1,0,0,spoiled,1,0,malcriada,,0,chouchouté,1,0,verwöhnt (-es Gör),1,0,şımarık çocuk,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/spoiled
term,explicit,bruxa,0,sexism,0,witch,0,sexism,bruja,,sexism,sorcière,0,sexism,Hexe,0,sexism,cadı,0,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/witch
term,explicit,anticristo,0,0,0,antichrist,0,0,anticristo,,0,antéchrist ,0,0,Antichrist ,0,0,deccal,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/antichrist?q=anti-christ
term,explicit,anti cristo,0,0,0,anti-christ,0,0,anti cristo,,0,antéchrist ,0,0,Antichrist ,0,0,deccal,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/antichrist?q=anti-christ
expression,explicit,ideólogo vermelho,1,partyism,1,red ideologist,0,0,ideólogo rojo,,0,idéologue rouge,0,0,0,0,0,kızıllar,0,0,https://en.wikipedia.org/wiki/Political_colour
term,explicit,piranha,0,sexism,0,slut,0,sexism,puta,,sexism,piranha,0,sexism,Schlampe,0,sexism,orospu,0,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/slut
expression,explicit,não vale nada,1,0,0,worthless,1,0,no vale nada,,0,n'a aucune valeur,1,0,wertlos,1,0,değersiz,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/worthless
term,explicit,putaria,1,sexism,0,fuckery,1,sexism,puteria,,sexism,prostituée,1,sexism,Prostituierte ,1,sexism,kaltak,1,sexism,"https://en.wiktionary.org/wiki/fuckery#:~:text=(vulgar%2C%20slang%2C%20uncountable)%20Sexual%20intercourse.,unfair%20or%20morally%20wrong%20action."
term,explicit,pirralhinha,1,0,0,little brat,1,0,mocosa,,0,petit morveux,1,0,Rotzlöffel,1,0,küçük velet,1,0,https://www.collinsdictionary.com/pt/dictionary/english/little-brat
term,explicit,palpite,0,0,0,hunch,0,0,corazonada,,0,supposez!,0,0,0,0,0,önsezi,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/hunch
expression,explicit,papo furado,0,0,0,jibber jabber,0,0,cháchara,,0,bavardage,0,0,0,0,0,boş konuşma,0,0,https://www.collinsdictionary.com/pt/dictionary/english/jibber-jabber
term,explicit,esquerdopata,1,partyism,1,libtard,1,partyism,izquierdopata,,partyism,gauchers,1,partyism,0,0,0,solcu,1,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/libtard
expression,explicit,massa de manobra,1,0,0,pawns,1,0,herramientas para la maniobra,,0,jeu d'enfant,1,0,Spielzeug (Person),1,0,piyon,1,0,https://www.dicionarioinformal.com.br/massa+de+manobra/
term,explicit,presunçosa,1,0,0,smug,1,0,presunciosa,,0,0,0,0,eingebildet,1,0,kendini beğenmiş,1,0,https://michaelis.uol.com.br/palavra/yVkpX/presun%C3%A7oso/
term,explicit,ninfeta,1,sexism,0,babe,1,sexism,bombón,,sexism,nymphette,1,sexism,Nymphoman,1,sexism,nemfomanyak,1,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/babe
term,explicit,fantoche,0,0,0,puppet,0,0,títere,,0,marionnette,0,0,Puppe /Püppchen,0,0,kukla,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/puppet
term,explicit,sonsa,1,0,0,dull,1,0,sonsa,,0,morveux,1,0,Rotzlöffel,1,0,0,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/dull
expression,explicit,bando de pelego,1,0,1,sheepskin,1,0,banda de ovejas,,0,une bande de radins,1,0,Geizhals,1,0,koyunlar,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sheepskin
expression,explicit,babava ovo,1,0,0,ass-kissing,1,0,lameculos,,0,bave d'oeuf,1,0,arschkriechen,1,0,yalakalık,1,0,https://www.dictionary.com/browse/ass-kissing
expression,explicit,baba ovo,1,0,0,ass kisser ,1,0,lameculos,,0,bave d'oeuf,1,0,Arschkriecher,1,0,yalaka,1,0,https://michaelis.uol.com.br/palavra/1OVj/baba-ovo/
